GeneID	mG11-3-1	mG11-3-2	mG11-3-3	mG12-4-1	mG12-4-2	mG12-4-3	mG6-15-1	mG6-15-2	mG6-15-3	mG7-23-1	mG7-23-2	mG7-23-3	mG9-10-1	mG9-10-2	mG9-10-3	mG9-29-1	mG9-29-2	mG9-29-3
O53_891_rhdA	28	34	35	34	29	16	24	15	13	35	39	34	46	37	41	41	43	21
O53_304	33	2	3	2	3	3	1	1	2	8	5	18	33	16	16	18	12	1
O53_2845_speB	33	39	34	32	26	28	22	17	16	32	33	32	39	38	38	37	38	21
O53_459	27	34	38	33	34	17	38	14	0	40	34	38	42	39	44	36	44	25
O53_967	8	8	8	5	3	2	2	1	5	7	7	9	11	7	10	8	10	1
O53_978	354	317	308	300	269	236	240	199	188	277	269	294	357	334	331	376	326	250
O53_1337	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_3730_sigA	10	13	11	14	11	6	10	8	5	14	72	13	15	13	15	19	15	10
O53_4212_hypC	7	7	10	7	3	0	1	0	0	7	6	9	10	9	9	9	9	0
O53_3007	17	22	24	17	5	3	8	3	2	22	24	23	27	29	25	25	21	3
O53_4582	6	12	6	13	0	0	5	0	0	13	13	14	13	12	13	13	13	0
O53_2911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_4375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_1362_cobA	63	59	46	59	34	34	34	31	17	49	46	48	61	54	55	56	62	33
O53_5176	72	62	72	46	6	8	6	4	4	51	48	57	94	70	79	77	71	5
O53_3619	28	30	25	34	11	8	11	6	6	27	26	34	44	40	33	47	38	9
O53_4273_psbA-1	43	40	42	40	35	31	29	29	30	40	119	41	49	45	44	51	43	29
O53_3014	28	35	35	38	27	29	27	28	22	36	41	39	44	36	44	43	40	28
O53_1917	4	5	4	6	5	5	4	6	2	4	5	4	4	7	7	3	4	4
O53_307	9	9	4	3	0	1	0	0	0	3	3	4	13	5	11	14	6	0
O53_1089	14	10	15	13	10	6	7	5	7	15	15	14	23	20	18	21	20	7
O53_2983_pds	42	44	42	52	10	6	12	7	9	44	42	45	63	53	56	55	51	6
O53_3500	91	79	77	75	19	10	20	13	11	77	65	60	116	95	108	87	105	12
O53_4627_rimP	11	12	12	19	8	5	9	0	0	18	15	24	29	23	24	25	22	0
O53_1951	57	56	48	42	17	15	17	16	2	17	16	21	48	43	40	43	26	17
O53_2469	0	0	0	0	1	0	1	0	0	3	0	0	2	3	0	0	0	0
O53_4559	3	2	4	7	2	2	3	2	2	6	5	5	9	8	7	8	7	2
O53_414_kdpC	37	40	43	40	10	3	14	3	6	39	35	42	68	50	56	57	44	7
O53_1590_rplB	23	20	23	18	10	4	11	7	7	25	23	24	28	24	25	26	25	9
O53_4568	5	3	2	2	0	1	0	0	1	3	2	2	3	1	3	4	4	1
O53_5017	1	2	2	5	2	0	0	0	0	3	2	2	3	4	3	3	3	0
O53_791	31	35	36	30	13	10	10	5	7	25	20	25	44	31	35	43	30	8
O53_2350	20	22	19	14	16	25	16	12	13	17	25	17	25	18	17	0	17	16
O53_4790	28	28	27	21	8	7	8	7	7	23	29	25	36	35	29	35	24	7
O53_2553	18	17	12	16	20	25	16	15	9	15	16	14	36	28	20	16	14	13
O53_2252_chlP	28	40	37	36	30	27	34	31	31	38	56	34	36	38	36	29	37	28
O53_3001	61	60	56	56	46	50	53	51	52	49	44	54	52	53	53	56	61	55
O53_3753	7	8	8	8	1	1	2	1	1	8	6	8	8	8	8	6	8	1
O53_2647	5	5	4	3	0	0	0	0	0	3	1	3	5	4	5	5	5	0
O53_4140	7	6	6	11	6	9	6	4	10	9	9	10	12	10	12	12	13	5
O53_5180_tmk	16	18	16	15	6	5	6	3	3	20	15	23	32	25	27	17	24	5
O53_1063	2	3	3	4	3	3	3	3	0	6	6	9	8	6	9	3	7	3
O53_2750	4	6	6	4	5	6	5	6	4	4	7	5	4	5	5	6	4	5
O53_3327	18	23	21	14	6	7	6	6	1	6	5	7	18	8	17	21	21	6
O53_1697	13	7	7	7	10	9	9	7	4	9	10	9	11	13	7	0	8	8
O53_1195	12	3	11	9	1	5	21	23	20	17	23	15	25	25	18	22	17	23
O53_4109	18	11	13	15	18	18	5	2	0	14	6	15	15	15	15	17	15	14
O53_4714_ndhD-5a	52	46	46	28	34	27	25	23	20	37	38	43	67	55	63	59	48	24
O53_2271	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
O53_4125	14	15	14	15	17	7	12	14	0	19	14	20	17	15	19	16	18	13
O53_381	39	37	37	45	13	8	10	8	8	37	31	43	45	44	42	44	41	9
O53_5197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_1775	14	7	7	4	2	0	0	0	0	5	0	3	12	7	8	15	7	0
O53_3945	4	3	4	2	3	3	3	3	1	4	4	2	4	3	3	2	4	2
O53_874_hoxY	17	19	16	11	7	7	5	0	9	10	9	9	22	15	17	17	16	2
O53_4355_yjgB	38	47	44	50	28	23	25	23	15	46	51	53	64	53	59	52	58	24
O53_1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0
O53_3546	3	8	7	6	4	5	4	6	6	5	6	8	5	6	7	4	9	5
O53_4282_rbpG	14	14	13	11	5	2	3	2	2	11	12	14	21	15	18	13	11	3
O53_2832	0	0	0	0	0	0	0	0	0	0	0	0	8	0	7	7	2	0
O53_4267	10	7	8	8	0	0	0	0	0	4	14	3	11	10	9	8	10	0
O53_5132_atpB	10	11	12	16	8	5	8	5	6	10	11	11	16	15	15	14	16	5
O53_1408	3	1	0	0	0	0	0	0	0	0	0	0	6	1	1	5	1	0
O53_572	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1
O53_856	4	0	0	0	0	0	0	0	0	2	1	3	6	3	3	3	3	0
O53_3534_ftsH-3	39	51	48	51	40	43	36	37	36	56	111	58	61	58	59	57	58	36
O53_4738	2	0	0	0	0	0	0	0	0	0	2	0	3	2	0	2	5	0
O53_1224_dnaG	81	83	86	79	43	30	37	21	17	85	76	84	125	98	105	102	111	30
O53_1123_arsM	43	33	37	42	4	2	5	3	5	35	31	34	55	41	45	53	44	5
O53_2200	18	14	14	10	15	13	14	15	4	12	11	12	8	15	10	17	12	14
O53_3068	25	31	26	30	14	15	13	10	5	13	14	15	26	27	25	25	28	13
O53_2821	15	19	15	15	1	0	0	0	1	15	13	15	24	25	17	24	14	1
O53_4716	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	0
O53_3360	5	4	5	2	1	1	1	1	0	2	13	2	1	3	2	3	2	1
O53_4313	16	16	20	17	13	10	12	6	9	18	17	26	39	20	30	22	20	9
O53_119	44	42	40	32	23	23	17	14	8	34	29	38	50	48	49	47	41	19
O53_2358	14	14	13	10	2	3	2	3	0	8	15	9	17	17	16	13	19	2
O53_1860	4	3	3	3	3	3	3	3	3	3	3	3	3	4	4	5	3	3
O53_2949_pcxA	32	38	37	45	21	19	22	18	17	49	41	48	62	48	60	49	67	19
O53_3912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_2109_cad	33	37	36	34	18	21	13	11	16	33	31	35	46	42	43	40	40	14
O53_1011	2	0	1	1	1	1	1	1	0	19	7	15	15	11	15	9	16	1
O53_846	34	32	31	32	30	29	30	33	31	31	30	33	32	32	31	30	33	31
O53_3998	7	7	7	2	3	6	2	3	2	12	9	5	13	7	13	12	10	3
O53_2396	102	94	94	77	55	20	57	16	12	92	93	95	108	99	105	108	103	36
O53_2093	46	52	46	23	23	23	8	14	6	33	30	15	56	59	55	67	50	23
O53_2497	58	58	55	19	18	8	24	18	9	33	22	38	72	32	55	72	47	16
O53_1604	15	10	7	1	9	17	0	0	0	3	3	3	15	11	12	16	6	7
O53_2632	28	31	28	23	20	17	18	20	14	20	23	20	26	29	25	27	30	20
O53_4288	2	0	0	0	0	0	0	0	0	0	0	5	7	4	0	12	2	0
O53_16	44	50	49	62	44	39	27	30	25	60	63	71	84	76	78	73	63	36
O53_770	4	1	0	0	0	0	0	0	0	2	0	2	3	3	3	3	3	0
O53_1854	13	13	12	16	4	0	3	0	0	12	11	13	13	13	12	12	11	0
O53_5261	13	19	20	23	21	22	20	19	13	20	20	20	18	20	21	25	22	23
O53_2110	9	17	17	16	18	18	16	16	6	17	16	20	20	14	17	23	20	17
O53_4560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_2208_citT	73	76	87	78	48	41	30	15	10	67	65	75	101	90	94	111	78	31
O53_3214	6	4	1	0	1	1	1	1	0	6	5	3	11	5	6	10	6	1
O53_1946	41	36	39	34	13	9	14	8	11	39	35	39	51	39	48	63	39	10
O53_1333	6	3	3	8	1	0	0	0	0	5	5	5	7	7	7	8	8	0
O53_3388	8	8	7	8	4	1	4	2	3	7	6	9	10	8	10	10	8	4
O53_3362	7	6	6	8	4	3	2	1	2	8	3	7	8	7	8	6	11	1
O53_4300	35	50	52	43	58	50	51	39	33	56	64	53	58	52	59	52	52	48
O53_2726	23	23	28	31	21	18	19	15	15	21	21	26	34	31	28	27	22	19
O53_1510	12	12	13	1	2	3	1	1	0	4	3	7	12	11	8	14	10	1
O53_1534_hisD	56	53	53	56	15	8	13	5	4	49	43	49	70	60	60	66	69	8
O53_2457	9	10	8	7	3	2	2	1	1	6	6	6	7	6	7	8	9	3
O53_399	14	17	18	13	10	10	12	11	8	12	14	14	10	12	15	17	9	10
O53_3952	12	11	12	12	5	3	3	3	3	12	8	9	15	14	14	12	12	3
O53_3163	12	12	12	10	10	11	10	10	8	10	10	10	12	12	10	12	14	10
O53_1027	3	3	4	4	4	4	3	4	4	3	4	6	5	4	5	3	5	4
O53_2648	32	26	19	24	13	17	11	8	13	32	23	29	41	34	37	34	30	12
O53_3759	31	34	36	37	22	16	21	17	11	35	33	37	45	42	44	46	47	17
O53_4149	27	31	26	31	14	12	10	7	2	27	29	32	43	32	37	41	27	8
O53_2542	2	2	3	2	2	1	2	2	2	2	2	2	2	2	3	1	2	2
O53_4595	34	42	45	38	27	27	32	28	18	38	39	36	46	42	36	44	41	29
O53_5157	62	60	64	53	18	10	20	9	11	54	56	58	68	63	56	67	59	10
O53_4295	5	3	5	3	2	2	3	3	0	4	6	7	13	8	7	12	5	3
O53_1238	25	16	25	27	21	20	24	9	0	28	26	27	30	27	26	25	25	20
O53_3138	20	24	25	24	23	25	18	17	16	21	20	20	26	27	26	28	26	18
O53_1618	37	38	41	37	22	20	21	22	18	38	33	36	41	44	39	43	38	21
O53_1749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_1468	0	0	0	0	12	0	13	0	0	14	0	7	7	11	0	0	0	0
O53_1691	17	20	16	17	13	12	11	8	9	14	17	15	25	19	21	17	20	10
O53_2780	2	5	2	4	0	0	0	9	0	2	3	9	2	0	2	0	2	9
O53_344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_1518	2	2	2	2	0	0	0	0	2	1	0	0	3	1	2	2	1	0
O53_3385	6	7	7	10	3	0	0	0	0	10	11	9	17	11	12	19	11	0
O53_5199	4	5	5	4	3	3	2	2	1	2	3	2	2	2	4	5	3	3
O53_3069	0	0	0	0	1	1	0	1	0	0	0	0	0	1	1	0	1	1
O53_5389	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0
O53_5314	67	65	63	67	42	32	37	29	21	61	60	61	84	69	71	76	70	33
O53_4639	16	13	13	8	2	0	0	0	0	9	8	12	15	13	13	19	11	0
O53_5065	103	79	104	80	96	88	93	81	50	99	146	86	91	94	96	111	119	92
O53_1093	14	13	11	5	0	0	0	0	0	2	0	4	20	10	10	24	10	0
O53_3903	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	2	0	0
O53_3820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_558	3	3	3	1	0	0	0	0	0	3	2	3	4	3	4	4	3	0
O53_3123	17	21	21	18	6	4	6	4	2	15	16	20	24	21	26	21	27	4
O53_4533	15	10	7	10	0	0	0	0	0	10	7	11	16	13	14	19	12	0
O53_2968	53	55	48	49	28	28	18	13	16	47	40	48	73	56	66	55	63	20
O53_917	11	2	2	2	1	1	1	1	1	1	2	2	18	7	12	23	8	1
O53_4848	14	14	14	3	4	3	6	0	0	12	5	11	17	15	12	16	12	4
O53_1593	44	57	43	44	23	21	22	21	16	44	40	50	60	47	58	60	48	21
O53_247	11	11	9	12	8	7	8	9	5	8	8	9	6	7	10	12	8	8
O53_3824	28	3	2	2	0	0	0	0	0	4	2	6	7	5	6	7	2	0
O53_291	22	12	8	9	0	0	0	0	0	2	3	5	21	15	18	18	9	0
O53_3558_tRNA-Gly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_5231_gidB	29	27	24	19	14	11	12	11	9	22	22	21	31	27	27	34	22	13
O53_3777	9	13	13	16	9	6	7	4	3	14	10	11	16	16	14	14	13	5
O53_2522	14	18	17	16	11	15	6	8	6	18	22	19	38	20	29	25	25	6
O53_496	5	5	6	5	2	0	2	0	0	5	5	6	5	4	5	4	5	0
O53_2386	3	3	3	0	0	0	0	0	0	0	0	0	3	3	3	1	3	0
O53_2419_yceA	3	6	8	8	8	6	7	8	0	8	8	8	4	7	9	4	9	6
O53_2293	20	24	22	15	12	5	12	9	14	14	19	15	22	18	19	22	20	12
O53_4730_dnaK-1	56	60	62	64	44	42	34	30	28	55	55	62	73	60	76	63	63	31
O53_3512_mepA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_972	49	18	40	61	104	88	97	87	0	90	28	32	69	81	73	12	66	86
O53_3127	19	19	19	4	0	0	0	0	0	0	1	0	19	19	12	17	6	0
O53_1148	11	12	12	13	7	0	1	0	0	11	8	11	13	11	11	15	11	4
O53_279	28	32	34	36	23	23	24	17	12	27	24	25	27	27	26	51	27	21
O53_3330_gidA	47	46	47	55	37	33	33	25	25	49	60	49	66	55	57	69	53	32
O53_191	10	9	9	9	0	0	0	0	0	9	9	8	10	9	9	9	9	0
O53_3495_ampG	55	59	57	61	36	30	33	30	16	59	64	69	90	74	70	71	62	28
O53_2849_insB	0	0	0	0	0	2	5	0	0	8	26	15	5	0	9	0	8	1
O53_187	4	2	2	3	2	2	3	0	0	1	0	2	3	4	3	6	1	0
O53_4570	16	8	9	3	0	1	0	0	0	19	10	10	29	18	19	26	14	0
O53_2332_hspA	18	20	19	24	5	2	1	0	0	15	16	16	23	19	20	22	17	2
O53_4243	0	3	0	0	0	0	0	0	0	0	0	2	30	8	17	28	9	0
O53_1374_cpcB-1	11	10	11	6	4	4	5	3	5	4	6	8	10	10	8	12	4	5
O53_4884	36	40	40	38	13	5	7	4	3	34	26	35	40	39	44	39	38	6
O53_3418_aplA	31	27	20	19	12	10	8	5	1	28	26	30	43	39	42	41	28	7
O53_213	16	12	5	13	4	2	0	0	0	10	5	12	19	16	15	15	13	3
O53_278_insB-3	0	0	0	0	1	1	4	0	0	8	9	10	4	0	11	0	0	1
O53_4773	0	1	1	1	0	0	0	0	0	1	0	2	3	3	3	4	3	0
O53_1547	8	9	11	12	9	9	9	9	7	8	8	8	9	10	7	7	11	8
O53_3656	1	1	1	1	1	2	1	1	3	3	4	4	6	3	3	5	4	1
O53_4768	98	107	109	99	39	23	40	15	9	97	97	101	116	103	116	93	106	18
O53_3799	3	3	3	6	1	1	1	1	1	3	1	6	6	3	4	5	3	1
O53_1077_hemB	13	22	23	14	16	13	18	19	13	23	25	27	28	25	31	23	20	19
O53_4954	7	6	7	6	5	3	4	2	2	8	8	8	9	9	8	5	7	3
O53_5116_acrA	60	61	63	53	23	0	20	0	9	48	41	44	71	60	62	66	67	6
O53_33	51	61	56	60	29	25	30	21	12	59	49	69	84	71	75	80	71	23
O53_3335	16	8	14	13	14	13	20	14	0	27	24	8	11	17	13	7	13	14
O53_1597	5	7	8	8	5	5	5	5	3	7	5	8	7	8	7	9	9	5
O53_223_recN	52	52	53	41	26	22	22	13	8	55	45	51	68	60	66	60	54	21
O53_634	10	15	11	12	7	1	3	0	0	10	11	8	11	10	11	11	15	1
O53_3585	7	7	7	3	3	2	3	2	0	1	3	4	8	7	5	6	5	1
O53_4575	0	0	0	0	0	0	0	0	0	9	9	9	9	9	9	9	0	0
O53_2732_plsY	24	19	24	25	13	5	13	8	6	23	20	23	30	28	27	31	33	11
O53_4000_lytR	59	64	63	59	17	9	18	9	18	55	51	60	72	63	64	74	68	9
O53_844	18	22	20	16	19	18	18	16	19	27	32	32	43	33	37	24	24	14
O53_3783	26	33	33	31	30	30	32	32	38	33	32	29	36	28	31	32	32	32
O53_1964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_408	8	7	6	7	5	3	5	5	3	6	5	5	6	6	7	8	7	4
O53_2840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_3210_rfbB	31	31	32	28	12	11	12	7	6	30	61	34	43	38	41	42	35	10
O53_4602	71	95	96	95	88	90	88	93	83	97	93	101	116	106	110	106	101	88
O53_170	14	15	10	5	2	2	2	1	0	12	8	13	19	17	14	15	15	3
O53_2171	31	19	17	13	7	3	6	0	1	19	16	17	39	25	33	33	27	3
O53_2054	5	5	5	3	2	0	0	0	5	3	1	3	5	5	7	7	4	0
O53_2028	48	42	39	23	18	24	14	11	9	37	30	36	40	42	41	41	39	12
O53_707	8	8	9	9	4	3	3	3	1	10	9	9	16	12	14	16	13	3
O53_5206	71	25	30	61	27	25	28	23	24	30	25	24	33	26	30	73	35	26
O53_5030	29	32	31	22	22	20	23	20	18	25	24	28	33	33	33	32	29	23
O53_2226_tRNA-Ser	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0
O53_2666	7	4	7	9	1	1	0	1	1	1	1	7	8	7	4	12	5	1
O53_17	1	7	4	7	9	7	5	5	1	7	5	6	27	15	13	15	8	8
O53_2744_nth	14	17	15	19	12	12	10	9	8	18	18	20	17	15	21	22	19	12
O53_4909	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
O53_4087	17	18	15	25	12	13	9	5	2	14	19	18	21	20	24	18	17	9
O53_2101	2	2	5	3	0	1	0	0	0	6	5	3	15	9	16	12	7	0
O53_4598	13	10	11	14	7	8	7	6	0	7	8	10	9	10	11	14	12	8
O53_3162_tRNA-Pro	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_2498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_9	107	122	128	140	69	67	64	54	33	137	136	168	188	161	173	157	166	60
O53_1846	2	0	0	0	0	0	0	0	0	0	0	1	2	2	1	0	2	0
O53_5108	2	1	1	0	0	0	0	0	0	2	1	2	10	5	5	9	6	0
O53_5060_macB	34	38	46	48	32	27	30	22	18	48	41	45	48	43	47	46	50	25
O53_4395_pdxA	35	36	36	42	30	23	29	18	9	39	37	43	49	44	46	43	37	21
O53_2401	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
O53_3204_glsA-1	54	45	47	45	20	16	19	13	18	47	38	50	77	63	55	72	65	13
O53_4502_priA	96	109	101	114	65	53	58	52	31	106	110	106	135	119	124	113	123	51
O53_4337_murF	63	69	74	62	48	46	50	41	34	63	61	58	80	67	72	70	73	44
O53_1517	39	35	37	37	23	14	20	12	10	43	39	42	55	48	49	58	46	14
O53_1904	0	1	1	1	1	1	1	1	6	1	13	1	0	0	0	1	1	1
O53_4221	73	95	103	87	88	85	87	71	35	94	89	95	98	103	109	86	98	84
O53_4919	4	1	1	2	0	0	0	0	0	2	0	2	5	4	5	3	3	0
O53_1391	3	3	4	3	4	4	1	1	1	1	1	1	4	3	1	5	5	2
O53_1556	15	14	16	11	3	3	3	2	2	9	7	7	16	13	14	13	11	3
O53_3916_yjgP	25	38	32	40	23	25	26	21	22	42	35	41	44	37	38	45	39	23
O53_3689_cya1	75	60	62	62	8	6	11	3	2	56	56	53	85	71	70	79	81	4
O53_1735	11	12	11	13	10	14	4	3	12	8	4	9	12	12	10	12	9	14
O53_2908	7	7	2	1	1	1	0	0	0	9	9	5	9	8	8	7	9	0
O53_3547	5	0	0	0	0	0	0	0	0	0	0	0	21	6	0	24	0	0
O53_1176	21	21	23	17	6	4	7	3	0	17	16	17	22	18	21	22	20	3
O53_1469_bztA	37	39	39	38	14	11	14	4	5	31	29	40	45	42	41	44	39	12
O53_1359_hoxE	12	13	13	13	5	3	3	3	2	11	13	13	15	12	12	13	14	2
O53_638	13	10	0	0	0	0	0	0	0	10	4	11	16	11	13	18	11	0
O53_3365	18	20	22	21	17	18	17	17	14	20	20	22	19	20	23	17	20	18
O53_4298	22	13	12	6	2	3	0	0	0	10	0	13	37	20	22	38	19	1
O53_4076	1	0	1	0	0	0	2	0	0	3	2	3	3	3	4	1	1	8
O53_3071	14	8	8	12	2	1	0	0	0	4	4	4	14	8	11	18	11	0
O53_912_glmS	63	69	71	70	55	38	31	32	30	63	61	70	78	77	82	65	70	42
O53_5038	8	10	10	11	4	4	4	3	3	9	8	10	11	10	10	11	9	4
O53_3764	3	3	2	3	1	1	0	0	0	2	2	2	6	3	5	3	3	1
O53_825	7	0	0	7	8	8	0	1	4	2	0	5	13	4	10	17	9	8
O53_310	48	44	36	51	45	33	47	40	19	48	53	56	50	41	47	57	49	40
O53_3934	124	120	126	111	34	6	7	3	4	115	96	115	164	136	152	150	134	3
O53_2361	44	50	53	44	33	29	29	28	26	45	52	44	59	54	53	48	46	28
O53_488_glnB	8	10	10	10	3	2	3	1	0	12	14	13	18	15	21	11	21	2
O53_1019	14	17	20	19	17	10	14	7	6	16	16	17	21	20	24	18	24	11
O53_2437	8	8	6	5	6	7	6	5	0	7	7	5	7	6	5	7	4	6
O53_1028	41	55	55	47	57	42	54	34	7	54	58	49	59	61	60	56	62	45
O53_2837_ftsY	34	36	32	26	21	18	22	17	12	32	32	31	37	34	33	34	29	19
O53_2613	78	81	86	78	59	55	61	54	47	72	68	80	85	76	82	80	80	59
O53_322_proA-1	40	51	53	57	46	45	44	44	40	55	60	58	63	59	57	53	56	44
O53_3639	249	218	211	224	210	200	220	204	140	229	263	237	280	262	251	266	254	204
O53_111	0	0	0	1	0	0	0	0	0	0	0	1	5	1	3	4	1	0
O53_1969	6	2	6	4	6	5	3	1	0	4	3	5	6	9	7	4	4	4
O53_882	7	7	7	2	0	1	0	0	0	2	1	2	12	5	5	16	2	0
O53_3097	15	4	1	1	2	3	2	1	2	7	6	7	23	14	20	18	12	1
O53_3081	23	18	16	23	13	15	11	5	2	15	14	15	20	15	17	17	13	11
O53_5320_kdpD	65	61	59	54	18	2	11	0	0	63	62	63	84	76	77	87	73	3
O53_1641	6	4	2	5	5	5	4	2	1	4	3	5	16	8	2	0	2	5
O53_3583_nha	54	68	71	65	50	52	42	44	44	60	55	59	71	68	70	76	69	40
O53_674_ddpA	64	77	81	82	40	35	42	33	25	76	64	75	96	76	90	82	80	34
O53_691	23	19	21	22	8	5	19	7	3	21	12	20	22	20	21	22	25	5
O53_201_srpJ	50	46	45	43	39	43	45	39	37	45	43	48	52	45	45	49	45	40
O53_2300	53	54	56	43	17	5	25	16	12	52	50	54	69	65	70	73	58	16
O53_3115	3	1	1	1	0	0	1	0	0	5	5	5	5	3	5	5	5	0
O53_5131	0	1	1	1	1	1	0	1	0	0	1	1	2	1	1	0	1	1
O53_285	3	3	3	3	3	1	0	1	0	0	1	0	4	4	3	3	3	0
O53_3788_ksgA	23	27	25	31	19	14	17	14	5	26	23	23	36	28	33	34	29	14
O53_2240_gvpA-3	13	13	12	11	8	6	4	5	0	7	24	12	15	13	16	16	13	5
O53_3579	0	0	0	3	4	3	0	0	0	0	0	4	1	2	2	1	0	1
O53_4393_purF	41	41	42	47	30	27	29	23	24	33	33	34	46	42	48	50	42	27
O53_2460	5	5	5	6	5	5	5	5	4	5	5	6	9	4	8	5	6	5
O53_2593_psbJ	1	1	1	2	0	0	0	0	0	2	2	2	2	2	2	2	1	0
O53_1154	29	33	29	30	17	9	12	3	7	30	24	31	47	34	41	44	36	6
O53_4577	13	13	10	2	4	8	1	1	4	7	7	8	10	8	10	22	10	1
O53_1742_hisH	4	4	4	4	1	1	2	1	2	3	2	2	6	3	4	5	3	1
O53_3712	27	26	29	27	8	7	9	7	9	28	30	33	36	29	32	31	34	7
O53_4121	22	17	15	15	8	8	11	6	0	14	9	14	15	21	19	16	19	8
O53_2796	42	42	40	40	14	10	17	10	8	40	36	44	61	45	58	44	45	9
O53_2126	43	42	42	45	16	4	3	2	3	34	35	36	58	48	51	55	42	3
O53_2963	31	9	10	14	9	7	7	4	4	4	5	6	14	5	5	9	6	6
O53_4622	1	0	0	1	2	1	0	0	1	0	0	0	1	1	0	0	0	1
O53_19	24	26	23	16	12	3	9	3	7	25	26	24	35	27	27	31	29	7
O53_131_livG-1	17	16	15	17	9	4	8	2	4	18	19	19	27	22	24	22	24	5
O53_3999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_3452	53	33	26	11	9	10	9	10	5	13	14	16	38	27	32	33	25	10
O53_4510	29	35	38	34	22	18	17	15	9	34	30	37	48	41	43	47	36	17
O53_4549	44	49	54	51	30	30	30	27	29	43	50	56	71	61	68	68	54	30
O53_1318_cutA	16	21	16	20	8	8	8	7	7	15	16	17	22	18	22	21	17	7
O53_553	51	47	51	53	56	52	54	48	37	51	50	55	61	68	70	61	66	52
O53_2381_pstC-1	9	14	14	13	13	4	4	4	3	13	6	4	18	17	14	12	17	4
O53_1865	26	27	25	26	11	8	11	8	16	29	26	30	34	29	31	25	29	9
O53_1009_mcaG	88	43	81	57	90	95	92	89	19	88	79	66	97	74	80	27	74	95
O53_4883	7	7	7	5	3	0	0	0	0	6	7	7	7	8	7	8	6	0
O53_2195	19	0	11	0	0	0	19	0	0	29	14	16	14	19	7	17	12	9
O53_4062	14	8	10	14	14	16	11	8	0	18	17	17	15	17	15	15	15	11
O53_2857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_155	20	24	28	28	19	13	15	12	4	27	21	25	32	28	29	26	29	14
O53_442_clpC	50	62	66	56	45	43	47	42	38	59	121	61	69	65	68	57	66	46
O53_4643_corA	25	26	27	31	14	13	16	4	4	35	32	36	39	34	38	37	35	13
O53_1450_proB	34	37	39	33	31	25	32	28	27	38	38	42	45	39	41	45	37	32
O53_3008_tnpA	103	82	73	81	42	0	33	0	0	79	66	76	100	91	92	98	95	13
O53_4299	10	10	10	12	8	4	6	0	0	11	7	10	17	17	12	10	11	3
O53_1656	32	8	11	7	2	2	36	2	0	37	50	19	37	49	26	0	1	0
O53_4500_helZ	66	79	81	84	43	27	39	31	25	72	74	81	103	82	100	95	87	32
O53_756	5	5	3	1	1	1	1	1	1	3	2	4	11	1	10	18	1	1
O53_2815	1	3	1	1	0	0	0	0	0	1	1	0	3	2	1	3	2	0
O53_715_xisI-1	5	5	6	5	0	1	0	0	1	2	0	2	4	4	5	5	3	0
O53_4980_mtnA	49	54	53	57	26	19	21	14	14	58	51	56	68	62	64	64	57	20
O53_1349	30	25	25	24	14	13	13	13	15	25	20	23	40	27	37	45	38	13
O53_3836	33	35	35	27	16	15	16	15	13	26	25	26	42	27	36	38	31	16
O53_1976	43	36	39	23	17	11	16	12	3	27	29	28	40	35	34	41	38	15
O53_4881_mdnF	3	3	2	7	5	6	5	4	2	1	6	1	1	3	2	2	2	5
O53_3521	23	22	23	28	9	0	5	0	0	22	21	25	32	28	33	29	27	0
O53_4049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
O53_211	9	11	10	12	7	8	6	4	6	7	6	8	13	9	11	12	10	5
